data division: 0/10, epoch: 1/100, train_loss: 1.0068, train_acc: 0.7270, test_loss: 0.9049, test_acc: 0.6881 
data division: 0/10, epoch: 2/100, train_loss: 0.4146, train_acc: 0.9070, test_loss: 0.6153, test_acc: 0.7881 
data division: 0/10, epoch: 3/100, train_loss: 0.2678, train_acc: 0.9485, test_loss: 0.4379, test_acc: 0.7857 
data division: 0/10, epoch: 4/100, train_loss: 0.2340, train_acc: 0.9433, test_loss: 0.9750, test_acc: 0.6548 
data division: 0/10, epoch: 5/100, train_loss: 0.2642, train_acc: 0.9449, test_loss: 0.3899, test_acc: 0.8690 
data division: 0/10, epoch: 6/100, train_loss: 0.2341, train_acc: 0.9488, test_loss: 0.1843, test_acc: 0.9333 
data division: 0/10, epoch: 7/100, train_loss: 0.1585, train_acc: 0.9652, test_loss: 0.2244, test_acc: 0.9000 
data division: 0/10, epoch: 8/100, train_loss: 0.1517, train_acc: 0.9633, test_loss: 0.2897, test_acc: 0.9048 
data division: 0/10, epoch: 9/100, train_loss: 0.1515, train_acc: 0.9742, test_loss: 0.3623, test_acc: 0.9167 
data division: 0/10, epoch: 10/100, train_loss: 0.1269, train_acc: 0.9745, test_loss: 0.2466, test_acc: 0.9190 
data division: 0/10, epoch: 11/100, train_loss: 0.1153, train_acc: 0.9797, test_loss: 0.3341, test_acc: 0.9167 
data division: 0/10, epoch: 12/100, train_loss: 0.0978, train_acc: 0.9855, test_loss: 0.1918, test_acc: 0.9500 
data division: 0/10, epoch: 13/100, train_loss: 0.0854, train_acc: 0.9909, test_loss: 0.3116, test_acc: 0.9333 
data division: 0/10, epoch: 14/100, train_loss: 0.0775, train_acc: 0.9927, test_loss: 0.2962, test_acc: 0.8857 
data division: 0/10, epoch: 15/100, train_loss: 0.0712, train_acc: 0.9945, test_loss: 0.2007, test_acc: 0.9667 
data division: 0/10, epoch: 16/100, train_loss: 0.0583, train_acc: 0.9927, test_loss: 0.4985, test_acc: 0.9024 
data division: 0/10, epoch: 17/100, train_loss: 0.0672, train_acc: 0.9888, test_loss: 0.2276, test_acc: 0.9024 
data division: 0/10, epoch: 18/100, train_loss: 0.0969, train_acc: 0.9891, test_loss: 0.4373, test_acc: 0.8690 
data division: 0/10, epoch: 19/100, train_loss: 0.0789, train_acc: 0.9891, test_loss: 0.1379, test_acc: 0.9667 
data division: 0/10, epoch: 20/100, train_loss: 0.0506, train_acc: 0.9964, test_loss: 0.2373, test_acc: 0.9333 
data division: 0/10, epoch: 21/100, train_loss: 0.0442, train_acc: 0.9964, test_loss: 0.3365, test_acc: 0.8714 
data division: 0/10, epoch: 22/100, train_loss: 0.0452, train_acc: 0.9945, test_loss: 0.0854, test_acc: 0.9500 
data division: 0/10, epoch: 23/100, train_loss: 0.0549, train_acc: 0.9909, test_loss: 0.3663, test_acc: 0.8690 
data division: 0/10, epoch: 24/100, train_loss: 0.2961, train_acc: 0.9297, test_loss: 11.8765, test_acc: 0.2762 
data division: 0/10, epoch: 25/100, train_loss: 0.2824, train_acc: 0.9470, test_loss: 0.4378, test_acc: 0.8048 
data division: 0/10, epoch: 26/100, train_loss: 0.2500, train_acc: 0.9615, test_loss: 0.3212, test_acc: 0.9024 
data division: 0/10, epoch: 27/100, train_loss: 0.1709, train_acc: 0.9709, test_loss: 0.3557, test_acc: 0.9024 
data division: 0/10, epoch: 28/100, train_loss: 0.1279, train_acc: 0.9800, test_loss: 0.1517, test_acc: 0.9500 
data division: 0/10, epoch: 29/100, train_loss: 0.1037, train_acc: 0.9815, test_loss: 0.1877, test_acc: 0.9500 
data division: 0/10, epoch: 30/100, train_loss: 0.0790, train_acc: 0.9855, test_loss: 0.1149, test_acc: 0.9500 
data division: 0/10, epoch: 31/100, train_loss: 0.0758, train_acc: 0.9800, test_loss: 0.1246, test_acc: 0.9667 
data division: 0/10, epoch: 32/100, train_loss: 0.0717, train_acc: 0.9836, test_loss: 0.1131, test_acc: 0.9667 
data division: 0/10, epoch: 33/100, train_loss: 0.0695, train_acc: 0.9855, test_loss: 0.1149, test_acc: 0.9667 
data division: 0/10, epoch: 34/100, train_loss: 0.0667, train_acc: 0.9855, test_loss: 0.1080, test_acc: 0.9833 
data division: 0/10, epoch: 35/100, train_loss: 0.0662, train_acc: 0.9818, test_loss: 0.1054, test_acc: 0.9667 
data division: 0/10, epoch: 36/100, train_loss: 0.0638, train_acc: 0.9836, test_loss: 0.1081, test_acc: 0.9667 
data division: 0/10, epoch: 37/100, train_loss: 0.0641, train_acc: 0.9855, test_loss: 0.1126, test_acc: 0.9667 
data division: 0/10, epoch: 38/100, train_loss: 0.0610, train_acc: 0.9873, test_loss: 0.1069, test_acc: 0.9667 
data division: 0/10, epoch: 39/100, train_loss: 0.0617, train_acc: 0.9855, test_loss: 0.1022, test_acc: 0.9667 
data division: 0/10, epoch: 40/100, train_loss: 0.0581, train_acc: 0.9855, test_loss: 0.1037, test_acc: 0.9667 
data division: 0/10, epoch: 41/100, train_loss: 0.0595, train_acc: 0.9873, test_loss: 0.0990, test_acc: 0.9667 
data division: 0/10, epoch: 42/100, train_loss: 0.0593, train_acc: 0.9873, test_loss: 0.0984, test_acc: 0.9667 
data division: 0/10, epoch: 43/100, train_loss: 0.0547, train_acc: 0.9909, test_loss: 0.1122, test_acc: 0.9667 
data division: 0/10, epoch: 44/100, train_loss: 0.0557, train_acc: 0.9873, test_loss: 0.1069, test_acc: 0.9667 
data division: 0/10, epoch: 45/100, train_loss: 0.0522, train_acc: 0.9873, test_loss: 0.0941, test_acc: 0.9667 
data division: 0/10, epoch: 46/100, train_loss: 0.0535, train_acc: 0.9873, test_loss: 0.0965, test_acc: 0.9667 
data division: 0/10, epoch: 47/100, train_loss: 0.0511, train_acc: 0.9873, test_loss: 0.0962, test_acc: 0.9667 
data division: 0/10, epoch: 48/100, train_loss: 0.0497, train_acc: 0.9891, test_loss: 0.0980, test_acc: 0.9667 
data division: 0/10, epoch: 49/100, train_loss: 0.0504, train_acc: 0.9909, test_loss: 0.0952, test_acc: 0.9667 
data division: 0/10, epoch: 50/100, train_loss: 0.0491, train_acc: 0.9891, test_loss: 0.0920, test_acc: 0.9667 
data division: 0/10, epoch: 51/100, train_loss: 0.0463, train_acc: 0.9927, test_loss: 0.1027, test_acc: 0.9667 
data division: 0/10, epoch: 52/100, train_loss: 0.0452, train_acc: 0.9927, test_loss: 0.0893, test_acc: 0.9667 
data division: 0/10, epoch: 53/100, train_loss: 0.0423, train_acc: 0.9927, test_loss: 0.0919, test_acc: 0.9667 
data division: 0/10, epoch: 54/100, train_loss: 0.0438, train_acc: 0.9927, test_loss: 0.0966, test_acc: 0.9667 
data division: 0/10, epoch: 55/100, train_loss: 0.0427, train_acc: 0.9909, test_loss: 0.0969, test_acc: 0.9667 
data division: 0/10, epoch: 56/100, train_loss: 0.0404, train_acc: 0.9945, test_loss: 0.0958, test_acc: 0.9667 
data division: 0/10, epoch: 57/100, train_loss: 0.0392, train_acc: 0.9927, test_loss: 0.0943, test_acc: 0.9667 
data division: 0/10, epoch: 58/100, train_loss: 0.0402, train_acc: 0.9927, test_loss: 0.1077, test_acc: 0.9500 
data division: 0/10, epoch: 59/100, train_loss: 0.0383, train_acc: 0.9927, test_loss: 0.0994, test_acc: 0.9524 
data division: 0/10, epoch: 60/100, train_loss: 0.0346, train_acc: 0.9964, test_loss: 0.0896, test_acc: 0.9667 
data division: 0/10, epoch: 61/100, train_loss: 0.0359, train_acc: 0.9964, test_loss: 0.0874, test_acc: 0.9667 
data division: 0/10, epoch: 62/100, train_loss: 0.0361, train_acc: 0.9945, test_loss: 0.0873, test_acc: 0.9667 
data division: 0/10, epoch: 63/100, train_loss: 0.0347, train_acc: 0.9927, test_loss: 0.0876, test_acc: 0.9667 
data division: 0/10, epoch: 64/100, train_loss: 0.0360, train_acc: 0.9945, test_loss: 0.0882, test_acc: 0.9667 
data division: 0/10, epoch: 65/100, train_loss: 0.0374, train_acc: 0.9927, test_loss: 0.0891, test_acc: 0.9667 
data division: 0/10, epoch: 66/100, train_loss: 0.0336, train_acc: 0.9945, test_loss: 0.0872, test_acc: 0.9667 
data division: 0/10, epoch: 67/100, train_loss: 0.0361, train_acc: 0.9945, test_loss: 0.0885, test_acc: 0.9667 
data division: 0/10, epoch: 68/100, train_loss: 0.0352, train_acc: 0.9945, test_loss: 0.0872, test_acc: 0.9667 
data division: 0/10, epoch: 69/100, train_loss: 0.0361, train_acc: 0.9927, test_loss: 0.0885, test_acc: 0.9667 
data division: 0/10, epoch: 70/100, train_loss: 0.0339, train_acc: 0.9964, test_loss: 0.0904, test_acc: 0.9667 
data division: 0/10, epoch: 71/100, train_loss: 0.0350, train_acc: 0.9927, test_loss: 0.0927, test_acc: 0.9667 
data division: 0/10, epoch: 72/100, train_loss: 0.0340, train_acc: 0.9964, test_loss: 0.0927, test_acc: 0.9667 
data division: 0/10, epoch: 73/100, train_loss: 0.0344, train_acc: 0.9945, test_loss: 0.0932, test_acc: 0.9500 
data division: 0/10, epoch: 74/100, train_loss: 0.0336, train_acc: 0.9964, test_loss: 0.0903, test_acc: 0.9667 
data division: 0/10, epoch: 75/100, train_loss: 0.0328, train_acc: 0.9945, test_loss: 0.0894, test_acc: 0.9667 
data division: 0/10, epoch: 76/100, train_loss: 0.0325, train_acc: 0.9964, test_loss: 0.0883, test_acc: 0.9667 
data division: 0/10, epoch: 77/100, train_loss: 0.0341, train_acc: 0.9945, test_loss: 0.0887, test_acc: 0.9667 
data division: 0/10, epoch: 78/100, train_loss: 0.0353, train_acc: 0.9927, test_loss: 0.0856, test_acc: 0.9667 
data division: 0/10, epoch: 79/100, train_loss: 0.0350, train_acc: 0.9945, test_loss: 0.0893, test_acc: 0.9667 
data division: 0/10, epoch: 80/100, train_loss: 0.0338, train_acc: 0.9945, test_loss: 0.0875, test_acc: 0.9667 
data division: 0/10, epoch: 81/100, train_loss: 0.0326, train_acc: 0.9964, test_loss: 0.0876, test_acc: 0.9667 
data division: 0/10, epoch: 82/100, train_loss: 0.0331, train_acc: 0.9945, test_loss: 0.0876, test_acc: 0.9667 
data division: 0/10, epoch: 83/100, train_loss: 0.0338, train_acc: 0.9964, test_loss: 0.0865, test_acc: 0.9667 
data division: 0/10, epoch: 84/100, train_loss: 0.0337, train_acc: 0.9982, test_loss: 0.0878, test_acc: 0.9667 
data division: 0/10, epoch: 85/100, train_loss: 0.0355, train_acc: 0.9964, test_loss: 0.0900, test_acc: 0.9667 
data division: 0/10, epoch: 86/100, train_loss: 0.0346, train_acc: 0.9927, test_loss: 0.0856, test_acc: 0.9667 
data division: 0/10, epoch: 87/100, train_loss: 0.0342, train_acc: 0.9945, test_loss: 0.0895, test_acc: 0.9667 
data division: 0/10, epoch: 88/100, train_loss: 0.0328, train_acc: 0.9945, test_loss: 0.0868, test_acc: 0.9667 
data division: 0/10, epoch: 89/100, train_loss: 0.0343, train_acc: 0.9964, test_loss: 0.0882, test_acc: 0.9667 
data division: 0/10, epoch: 90/100, train_loss: 0.0317, train_acc: 0.9964, test_loss: 0.0874, test_acc: 0.9667 
data division: 0/10, epoch: 91/100, train_loss: 0.0314, train_acc: 0.9964, test_loss: 0.0884, test_acc: 0.9667 
data division: 0/10, epoch: 92/100, train_loss: 0.0324, train_acc: 0.9945, test_loss: 0.0913, test_acc: 0.9667 
data division: 0/10, epoch: 93/100, train_loss: 0.0350, train_acc: 0.9964, test_loss: 0.0876, test_acc: 0.9667 
data division: 0/10, epoch: 94/100, train_loss: 0.0359, train_acc: 0.9945, test_loss: 0.0872, test_acc: 0.9667 
data division: 0/10, epoch: 95/100, train_loss: 0.0323, train_acc: 0.9964, test_loss: 0.0890, test_acc: 0.9667 
data division: 0/10, epoch: 96/100, train_loss: 0.0347, train_acc: 0.9964, test_loss: 0.0884, test_acc: 0.9667 
data division: 0/10, epoch: 97/100, train_loss: 0.0328, train_acc: 0.9945, test_loss: 0.0870, test_acc: 0.9667 
data division: 0/10, epoch: 98/100, train_loss: 0.0332, train_acc: 0.9945, test_loss: 0.0880, test_acc: 0.9667 
data division: 0/10, epoch: 99/100, train_loss: 0.0335, train_acc: 0.9945, test_loss: 0.0878, test_acc: 0.9667 
data division: 0/10, epoch: 100/100, train_loss: 0.0330, train_acc: 0.9964, test_loss: 0.0899, test_acc: 0.9667 
data division: 1/10, epoch: 1/100, train_loss: 0.0710, train_acc: 0.9740, test_loss: 0.0233, test_acc: 1.0000 
data division: 1/10, epoch: 2/100, train_loss: 0.0734, train_acc: 0.9721, test_loss: 0.0240, test_acc: 1.0000 
data division: 1/10, epoch: 3/100, train_loss: 0.0801, train_acc: 0.9685, test_loss: 0.0239, test_acc: 1.0000 
data division: 1/10, epoch: 4/100, train_loss: 0.0721, train_acc: 0.9721, test_loss: 0.0238, test_acc: 1.0000 
data division: 1/10, epoch: 5/100, train_loss: 0.0683, train_acc: 0.9740, test_loss: 0.0240, test_acc: 1.0000 
data division: 1/10, epoch: 6/100, train_loss: 0.0708, train_acc: 0.9740, test_loss: 0.0242, test_acc: 1.0000 
data division: 1/10, epoch: 7/100, train_loss: 0.0722, train_acc: 0.9742, test_loss: 0.0247, test_acc: 1.0000 
data division: 1/10, epoch: 8/100, train_loss: 0.0649, train_acc: 0.9740, test_loss: 0.0248, test_acc: 1.0000 
data division: 1/10, epoch: 9/100, train_loss: 0.0667, train_acc: 0.9721, test_loss: 0.0247, test_acc: 1.0000 
data division: 1/10, epoch: 10/100, train_loss: 0.0721, train_acc: 0.9721, test_loss: 0.0256, test_acc: 1.0000 
data division: 1/10, epoch: 11/100, train_loss: 0.0736, train_acc: 0.9742, test_loss: 0.0253, test_acc: 1.0000 
data division: 1/10, epoch: 12/100, train_loss: 0.0660, train_acc: 0.9740, test_loss: 0.0250, test_acc: 1.0000 
data division: 1/10, epoch: 13/100, train_loss: 0.0694, train_acc: 0.9758, test_loss: 0.0255, test_acc: 1.0000 
data division: 1/10, epoch: 14/100, train_loss: 0.0675, train_acc: 0.9776, test_loss: 0.0249, test_acc: 1.0000 
data division: 1/10, epoch: 15/100, train_loss: 0.0676, train_acc: 0.9776, test_loss: 0.0259, test_acc: 1.0000 
data division: 1/10, epoch: 16/100, train_loss: 0.0643, train_acc: 0.9761, test_loss: 0.0259, test_acc: 1.0000 
data division: 1/10, epoch: 17/100, train_loss: 0.0712, train_acc: 0.9779, test_loss: 0.0253, test_acc: 1.0000 
data division: 1/10, epoch: 18/100, train_loss: 0.0664, train_acc: 0.9737, test_loss: 0.0253, test_acc: 1.0000 
data division: 1/10, epoch: 19/100, train_loss: 0.0734, train_acc: 0.9724, test_loss: 0.0263, test_acc: 1.0000 
data division: 1/10, epoch: 20/100, train_loss: 0.0673, train_acc: 0.9758, test_loss: 0.0259, test_acc: 1.0000 
data division: 1/10, epoch: 21/100, train_loss: 0.0680, train_acc: 0.9718, test_loss: 0.0264, test_acc: 1.0000 
data division: 1/10, epoch: 22/100, train_loss: 0.0637, train_acc: 0.9797, test_loss: 0.0264, test_acc: 1.0000 
data division: 1/10, epoch: 23/100, train_loss: 0.0636, train_acc: 0.9833, test_loss: 0.0269, test_acc: 1.0000 
data division: 1/10, epoch: 24/100, train_loss: 0.0661, train_acc: 0.9779, test_loss: 0.0267, test_acc: 1.0000 
data division: 1/10, epoch: 25/100, train_loss: 0.0676, train_acc: 0.9740, test_loss: 0.0277, test_acc: 1.0000 
data division: 1/10, epoch: 26/100, train_loss: 0.0659, train_acc: 0.9794, test_loss: 0.0271, test_acc: 1.0000 
data division: 1/10, epoch: 27/100, train_loss: 0.0682, train_acc: 0.9724, test_loss: 0.0270, test_acc: 1.0000 
data division: 1/10, epoch: 28/100, train_loss: 0.0694, train_acc: 0.9718, test_loss: 0.0269, test_acc: 1.0000 
data division: 1/10, epoch: 29/100, train_loss: 0.0704, train_acc: 0.9718, test_loss: 0.0272, test_acc: 1.0000 
data division: 1/10, epoch: 30/100, train_loss: 0.0691, train_acc: 0.9721, test_loss: 0.0267, test_acc: 1.0000 
data division: 1/10, epoch: 31/100, train_loss: 0.0701, train_acc: 0.9721, test_loss: 0.0272, test_acc: 1.0000 
data division: 1/10, epoch: 32/100, train_loss: 0.0678, train_acc: 0.9797, test_loss: 0.0264, test_acc: 1.0000 
data division: 1/10, epoch: 33/100, train_loss: 0.0643, train_acc: 0.9776, test_loss: 0.0278, test_acc: 1.0000 
data division: 1/10, epoch: 34/100, train_loss: 0.0648, train_acc: 0.9779, test_loss: 0.0269, test_acc: 1.0000 
data division: 1/10, epoch: 35/100, train_loss: 0.0636, train_acc: 0.9794, test_loss: 0.0276, test_acc: 1.0000 
data division: 1/10, epoch: 36/100, train_loss: 0.0647, train_acc: 0.9797, test_loss: 0.0272, test_acc: 1.0000 
data division: 1/10, epoch: 37/100, train_loss: 0.0627, train_acc: 0.9758, test_loss: 0.0267, test_acc: 1.0000 
data division: 1/10, epoch: 38/100, train_loss: 0.0681, train_acc: 0.9758, test_loss: 0.0271, test_acc: 1.0000 
data division: 1/10, epoch: 39/100, train_loss: 0.0659, train_acc: 0.9779, test_loss: 0.0273, test_acc: 1.0000 
data division: 1/10, epoch: 40/100, train_loss: 0.0637, train_acc: 0.9761, test_loss: 0.0271, test_acc: 1.0000 
data division: 1/10, epoch: 41/100, train_loss: 0.0654, train_acc: 0.9742, test_loss: 0.0272, test_acc: 1.0000 
data division: 1/10, epoch: 42/100, train_loss: 0.0671, train_acc: 0.9740, test_loss: 0.0271, test_acc: 1.0000 
data division: 1/10, epoch: 43/100, train_loss: 0.0635, train_acc: 0.9776, test_loss: 0.0270, test_acc: 1.0000 
data division: 1/10, epoch: 44/100, train_loss: 0.0645, train_acc: 0.9797, test_loss: 0.0273, test_acc: 1.0000 
data division: 1/10, epoch: 45/100, train_loss: 0.0656, train_acc: 0.9794, test_loss: 0.0272, test_acc: 1.0000 
data division: 1/10, epoch: 46/100, train_loss: 0.0694, train_acc: 0.9779, test_loss: 0.0265, test_acc: 1.0000 
data division: 1/10, epoch: 47/100, train_loss: 0.0668, train_acc: 0.9758, test_loss: 0.0272, test_acc: 1.0000 
data division: 1/10, epoch: 48/100, train_loss: 0.0646, train_acc: 0.9758, test_loss: 0.0270, test_acc: 1.0000 
data division: 1/10, epoch: 49/100, train_loss: 0.0681, train_acc: 0.9761, test_loss: 0.0269, test_acc: 1.0000 
data division: 1/10, epoch: 50/100, train_loss: 0.0658, train_acc: 0.9740, test_loss: 0.0265, test_acc: 1.0000 
data division: 1/10, epoch: 51/100, train_loss: 0.0633, train_acc: 0.9758, test_loss: 0.0267, test_acc: 1.0000 
data division: 1/10, epoch: 52/100, train_loss: 0.0682, train_acc: 0.9794, test_loss: 0.0273, test_acc: 1.0000 
data division: 1/10, epoch: 53/100, train_loss: 0.0623, train_acc: 0.9815, test_loss: 0.0272, test_acc: 1.0000 
data division: 1/10, epoch: 54/100, train_loss: 0.0714, train_acc: 0.9703, test_loss: 0.0271, test_acc: 1.0000 
data division: 1/10, epoch: 55/100, train_loss: 0.0645, train_acc: 0.9755, test_loss: 0.0271, test_acc: 1.0000 
data division: 1/10, epoch: 56/100, train_loss: 0.0647, train_acc: 0.9761, test_loss: 0.0269, test_acc: 1.0000 
data division: 1/10, epoch: 57/100, train_loss: 0.0651, train_acc: 0.9740, test_loss: 0.0268, test_acc: 1.0000 
data division: 1/10, epoch: 58/100, train_loss: 0.0658, train_acc: 0.9703, test_loss: 0.0274, test_acc: 1.0000 
data division: 1/10, epoch: 59/100, train_loss: 0.0620, train_acc: 0.9758, test_loss: 0.0266, test_acc: 1.0000 
data division: 1/10, epoch: 60/100, train_loss: 0.0640, train_acc: 0.9776, test_loss: 0.0276, test_acc: 1.0000 
